ID,label,description
Q719623,Robert Moray,"schottischer Universalgelehrter, Freimaurer und Gründungsmitglied und Präsident der Royal Society"
Q380531,Vinnie Paul,"US-amerikanischer Musiker, Schlagzeuger von Pantera, Damageplan und Hellyeah"
Q931775,Daniel De Leon,US-amerikanischer Sozialist
Q57209,Elisabeth Ludovika von Bayern,Königin von Preußen (* 13. November 1801; † 14. Dezember 1873)
Q980183,Chris Chocola,US-amerikanischer Politiker
Q229545,Raquel Welch,US-amerikanische Schauspielerin
Q3903252,Piero Gazzola,italienischer Architekt und Ingenieur
Q543804,Deutsche Akademie der Naturforscher Leopoldina,naturwissenschaftlich-medizinische Gelehrtengesellschaft in Halle
Q233383,Phan Thị Kim Phúc,kanadische UNESCO-Botschafterin vietnamesischer Herkunft
Q125743,Carlos Anaya,"uruguayischer Politiker, Präsident von Uruguay (1777-1862)"
Q275817,Kristen Dalton,US-amerikanische Schauspielerin
Q494715,Norwalk,Stadt in den USA
Q278997,Big Fish,Film von Tim Burton (2003)
Q99662,Lothar Lambert,deutscher Schauspieler und Filmregisseur
Q1234162,Erich Virch,"deutscher Texter, Musiker, Produzent und Schriftsteller"
Q3128202,Hassen Belkhodja,tunesischer Politiker und Geschäftsmann
Q54174,Woburn,Stadt im US-Bundesstaat Massachusetts
Q2271796,Roger Goodell,"US-amerikanischer Footballfunktionär, Commissioner der National Football League (NFL)"
Q85368,Othmar Karas,"Österreichischer Politiker, Vizepräsident des Europäischen Parlaments, MdEP"
Q82006,Benjamin Disraeli,britischer Premierminister und Romanschriftsteller
Q173647,Johnny McDowell,US-amerikanischer Rennfahrer
Q364320,Adolf Stoltze,deutscher Journalist und Dichter
Q201459,Igor Cavalera,brasilianischer Schlagzeuger
Q353003,Bertus Aafjes,niederländischer Schriftsteller
Q85765,Clemens Wilmenrod,erster deutscher Fernsehkoch
Q549076,Joseph Whitaker,"sizilianisch-englischer Ornithologe, Archäologe und Sportler"
Q175806,Meschadi Asisbekow,aserbaidschanischer Politiker
Q1145572,Curtis Gordon,US-amerikanischer Country- und Rockabilly-Sänger
Q663131,Daniel Elmer Salmon,US-amerikanischer Tierarzt
Q339581,Alexei Wladimirowitsch Batalow,"russischer Schauspieler, Regisseur und Drehbuchautor"
Q202550,Dido,englische Popsängerin
Q185189,"William Cullen, Baron Cullen of Whitekirk",britischer Richter und Jurist
Q224029,André Maurois,französischer Schriftsteller und Literaturwissenschaftler
Q723141,Juan Donoso Cortés,"spanischer Diplomat, Politiker und Staatsphilosoph"
Q282580,Ein Kind von Traurigkeit,Film von Gillies MacKinnon (2002)
Q1247078,Terri Gibbs,US-amerikanische Country-Sängerin
Q105969,Hermann Frieb,deutscher Sozialdemokrat
Q545544,Richard Le Gallienne,britischer Dichter und Journalist
Q44328,Karl Kraus,österreichischer Schriftsteller
Q543060,Thomas Dunn English,US-amerikanischer Politiker und Autor
Q55282,Peter Greenaway,"britischer Filmregisseur, Experimentalkünstler und Drehbuchautor"
Q14573,Meggen,"Gemeinde im Kanton Luzern, Schweiz"
Q219874,Village People,US-amerikanische Band
Q349456,David Rohl,britischer Ägyptologe
Q361721,Lee Altus,US-amerikanischer Gitarrist
Q717641,Loren Shriver,US-amerikanischer Astronaut
Q16271261,Malakologe,Weichtierkundler
Q431345,Maurizio Gasparri,italienischer Journalist und Politiker
Q283303,Das Luftschiff,Film von 1931
Q149389,Glória Pires,brasilianische Schauspielerin und Sängerin
Q167696,Nicole Scherzinger,US-amerikanische Tänzerin und Sängerin
Q116692,Jay Asher,US-amerikanischer Jugendbuchautor
Q44892,Kraftwerk,deutsche Band des Synthie Pop
Q178382,Jūrmala,Stadt in Lettland
Q928020,Gary Fisher,US-amerikanischer Erfinder des Mountainbikes
Q435475,Ethan Phillips,US-amerikanischer Schauspieler und Autor
Q90106,Andreas von Riedel,österreichischer Politiker
Q392761,Agent Red – Ein tödlicher Auftrag,Film von Damian Lee und Jim Wynorski
Q356283,Tobias Smollett,schottischer Schriftsteller
Q793889,Seyyed Zia al Din Tabatabai,"iranischer Journalist, Ministerpräsident des Iran"
Q465000,Elizabeth Eleanor Siddal,englische Malerin
Q122957,Claude Torracinta,Schweizer Journalist
Q574400,Victor Gollancz,britischer Verleger und Friedensaktivist
Q167404,Renato Soru,"italienischer Unternehmer und Politiker, Gründer des Telekommunikationsunternehmens Tiscali"
Q714735,Artur Petzold,"deutscher Politiker (WP), MdR"
Q89322,Kurt Steyrer,österreichischer Politiker (SPÖ)
Q10270642,Eduardo Chapot Prévost,"brasilianischer Wissenschaftler, Arzt und Chirurg"
Q654283,Def Jam Recordings,US-amerikanisches Musiklabel
Q115760,Catwoman,Film von Pitof (2004)
Q4068,Stolberg,"Stadt in der Städteregion Aachen, in Nordrhein-Westfalen, Deutschland"
Q75334,Tekla Trapszo,polnische Schauspielerin
Q220735,Brennpunkt Brooklyn,Film von William Friedkin (1971)
Q288578,Helena Vondráčková,tschechische Sängerin und Schauspielerin
Q1933106,Mike Costin,britischer Motorenbauer
Q45765,Jack London,US-amerikanischer Schriftsteller und Journalist
Q234438,Marin Hinkle,US-amerikanische Schauspielerin
Q11753,Heinz Fischer,ehemaliger österreichischer Politiker
Q726386,Francisco Antonio Zea,kolumbianischer Botaniker und Politiker
Q23308275,Ku’damm 56,deutsche Fernsehserie (2016-)
Q50838,Anson Chan,Politikerin aus Hongkong
Q1733405,Karl Wilhelm Fischer,österreichischer Schauspieler
Q270529,Jewgeni Maximowitsch Primakow,russischer Politiker
Q2544523,Walter Greaves,englischer Radsportler
Q115483,Max Frisch,Schweizer Schriftsteller
Q43067,Heinrich Himmler,"Kriegsverbrecher, deutscher Politiker (NSDAP), MdR, Reichsführer SS, Chef der deutschen Polizei"
Q918838,Perry Farrell,US-amerikanischer Rockmusiker
Q3151770,Chemisch-Technische Dmitri-Mendelejew-Universität von Russland,Universität in Russland
Q88156,Willi Birkelbach,"deutscher Politiker (SPD), MdB, MdEP"
Q110452,Eugen Nosko,deutscher Fotograf
Q97758,Gerd Langguth,"deutscher Honorarprofessor für Politische Wissenschaft, Publizist und Politiker"
Q332693,Norberto Bobbio,italienischer Rechtsphilosoph und Publizist
Q99112,Fritz Küster,deutscher Pazifist und politischer Publizist
Q807401,Barbara Donald,US-amerikanische Jazzmusikerin
Q97475,Karl Thom,deutscher Offizier der Fliegertruppe im Ersten Weltkrieg
Q692904,Arne Treholt,norwegischer Politiker und Diplomat
Q267214,Sefton Delmer,englischer Journalist
Q4679320,Adam Keir Rodger,"britischer Politiker, Unterhausabgeordneter"
Q241783,Sanaa Lathan,US-amerikanische Schauspielerin
Q25689,"Francis Russell, 7. Duke of Bedford",britischer Politiker
Q77766,Maria Michalk,"deutsche Politikerin (CDU), MdV, MdB"
Q92767,Lotfi Zadeh,"US-amerikanischer Informatiker, Vater der Fuzzylogik"
Q445255,Kristen Miller,US-amerikanische Schauspielerin
Q1983260,New York Sun (1833–1950),amerikanische Zeitung
Q733027,Dan Rather,US-amerikanischer Journalist
Q40946,Daniel Defoe,englischer Schriftsteller und Journalist
Q948457,Rumjanzew-Museum,Museum in Russland
Q103949,Buster Keaton,"US-amerikanischer Schauspieler, Komiker und Filmregisseur"
Q50797,Taco Ockerse,niederländischer Popsänger
Q1306950,Gerardo Núñez,spanischer Flamenco-Gitarrist
Q832622,Bettina Gaus,deutsche Journalistin
Q288361,Die 39 Stufen,Film von Ralph Thomas (1959)
Q1875165,Ludwig Wicki,"Schweizer Komponist, Posaunist und Dirigent"
Q883783,Erastus Fairbanks,US-amerikanischer Politiker
Q38392,William Faulkner,US-amerikanischer Schriftsteller
Q761,Białystok,polnische Großstadt
Q861984,Bill Buford,US-amerikanischer Schriftsteller und Journalist
Q19897575,"You, Me and the Apocalypse",Britisch-US-amerikanische Miniserie
Q976,Tomsk,"Großstadt in Sibirien, Russland"
Q468452,Chester Carlson,"US-amerikanischer Erfinder, Physiker und Patentanwalt"
Q361465,Gerran Howell,walisischer Schauspieler
Q850033,Bettina Reitz,"deutsche Medienmanagerin, Filmproduzentin und Fernsehredakteurin"
Q28152,Hark Bohm,deutscher Schauspieler
Q168049,Zbigniew Cybulski,polnischer Schauspieler
Q445620,Elizabeth May,kanadische Politikerin und Publizistin
Q119889,Die Noobs – Klein aber gemein,Film von John Schultz (2009)
Q429595,Manu Bennett,neuseeländischer Schauspieler und Model mit maorischer Abstammung
Q42944,CERN,Großforschungseinrichtung für physikalische Grundlagenforschung bei Genf
Q3262554,Louis Louis-Dreyfus,"französischer Politiker, Mitglied der Nationalversammlung"
Q698089,Großherzogtum Würzburg,napoleonischer Staat
Q254356,Murnau am Staffelsee,Gemeinde in Bayern
Q97770,Erwin Ammann,"deutscher Politiker (CSU), MdL"
Q75887,Franz Bracht,"deutscher Jurist und Politiker (Zentrum, später parteilos), Oberbürgermeister von Essen, Reichsminister"
Q1722,Dubrovnik,Stadt im südlichen Kroatien an der Adria.
Q1900054,Mark Farner,US-amerikanischer Gitarrist und Songschreiber
Q302262,Alexandre do Nascimento,"angolanischer Geistlicher, emeritierter Erzbischof von Luanda und Kardinal"
Q265452,Susannah Harker,britische Schauspielerin
Q3091395,Jean-Pierre Dupuy,"französischer Ingenieur, Epistemologe und Philosoph"
Q80434,Präfektur Aichi,eine von 47 Präfekturen Japans
Q322750,Aron Eisenberg,US-amerikanischer Schauspieler
Q337156,"Andrew Adonis, Baron Adonis",britischer Politiker der Labour Party
Q108944,Jeanne Berta Semmig,deutsche Schriftstellerin und Dichterin
Q326845,Robbie McIntosh,"britischer Rockgitarrist, Mitglied der Pretenders"
Q256531,Iman Abdulmajid,somalisches Fotomodell und Schauspielerin
Q1380295,Terry Scott,britischer Schauspieler und Komiker
Q2540242,Wahlkreis Sursee,"Bezirk im Kanton Luzern, Schweiz"
Q469641,Grace Ogot,kenianische Schriftstellerin
Q7286,Émilie du Châtelet,französische Mathematikerin und Physikerin
Q216522,Felix A. Theilhaber,deutsch-jüdischer Dermatologe und Schriftsteller
Q92319,Frank Thiess,deutscher Schriftsteller
Q3173593,Jean Monty,kanadischer Geschäftsmann
Q1648941,Jacques Rotmil,deutscher und polnischer Filmarchitekt
Q68904,Ropraz,Gemeinde in der Schweiz
Q4068880,Chris Stewart,US-amerikanischer Politiker
Q45523,Flughafen Brisbane,Flughafen in Australien
Q677614,Giuseppe Cipriani,italienischer Automobilrennfahrer
Q185468,Ian Stuart Donaldson,"britischer Musiker, Sänger und Kopf der Punk-/Rechtsrock-Band Skrewdriver"
Q984353,Tom Scholz,US-amerikanischer Musiker
Q1735512,Kat Frankie,"australische Sängerin, Songwriterin und Gitarristin"
Q1948256,Mormont,Hügel
Q94715,Dagmar Koller,"österreichische Sängerin, Tänzerin und Schauspielerin"
Q106897,Karl August Baumeister,deutscher Pädagoge
Q242548,Edna May Oliver,US-amerikanische Film- und Theaterschauspielerin
Q63209,Gerhard Rohlfs,deutscher Afrikareisender und Schriftsteller
Q4205123,Wassili Michailowitsch Istrin,Literaturwissenschaftler (1865-1937)
Q180114,Ayyubiden,muslimische Dynastie
Q1683465,Alwin Nachtweh,"deutscher Ingenieur, Konstrukteur und Hochschullehrer"
Q840882,Klaxons,britische Band
Q105607,Joerg Stadler,deutscher Schauspieler
Q908034,Bremgartenfriedhof,"Zweitgrösster der drei städtischen Friedhöfe in der Stadt Bern, Schweiz"
Q230218,Shirley Jones,US-amerikanische Schauspielerin
Q233786,Missi Pyle,US-amerikanische Schauspielerin
Q364179,Fritz Reiner,amerikanischer Dirigent ungarischer Herkunft
Q18712,Georg Klapka,ungarischer General (1848/49)
Q380026,Antanas Mockus,"kolumbianischer Philosoph, Mathematiker und Politiker sowie ehemaliger Bürgermeister von Bogotá"
Q230335,Katee Sackhoff,US-amerikanische Schauspielerin
Q45527,Bruno Jonas,deutscher Kabarettist und Autor
Q86,Kopfschmerz,Schmerzempfindungen im Bereich des Kopfes
Q157208,"William Henry Cavendish-Bentinck, 3. Duke of Portland",britischer Politiker und Premierminister
Q1350527,Phil Lesh,"US-amerikanischer Musiker, Bassist von Grateful Dead"
Q812155,Bayerische Akademie der Schönen Künste,Vereinigung von namhaften Persönlichkeiten aus dem künstlerischen Leben
Q368914,Louis Durey,französischer Komponist
Q365403,Adolph Hofner,US-amerikanischer Country-Musiker
Q219018,Zoltán Speidl,ungarischer Leichtathlet und Fußballschiedsrichter
Q88953,Emil Marriot,österreichische Schriftstellerin
Q753909,Manchester,Gemeinde im US-amerikanischen Bundesstaat Connecticut
Q92656,Walter Savitch,"US-amerikanischer Informatiker, Professor für Informatik"
Q229948,Holly Madison,amerikanisches Model
Q101333,Maschinenbau,Zweig der Industrie und klassische Ingenieurdisziplin
Q184827,Tool,amerikanische Band
Q82049,George Berkeley,"irischer Theologe, Empirist und Philosoph der Aufklärung"
Q1680399,James Ford Rhodes,US-amerikanischer Historiker und Schriftsteller
Q274690,Ingerid Vardund,norwegische Schauspielerin
Q86567,Bruno Balz,deutscher Text- und Schlagerdichter
Q59687,Zimt und Koriander,Film von Tassos Boulmetis (2003)
Q307942,Özlem Tekin,türkische Rocksängerin
Q191955,Zero Tolerance – Zeugen in Angst,Film von Anders Nilsson (1999)
Q57474,Norbert Lammert,"deutscher Politiker (CDU), Vorsitzender der Konrad-Adenauer-Stiftung"
Q60450,Curtis Institute of Music,"Musikhochschule in Philadelphia, USA"
Q1284658,Wifredo Ricart,spanischer Ingenieur
Q101223,Helene Grass,deutsche Schauspielerin
Q189067,Alyssa Milano,"US-amerikanische Schauspielerin, Modedesignerin, Sängerin und Produzentin"
Q873204,Lenkstein,Berg in der Rieserfernergruppe an der Grenze Osttirol / Südtirol
Q331657,Daniel Chatto,britischer Künstler und Schauspieler
Q272095,Audrey Meadows,US-amerikanische Schauspielerin
Q97813,Gregor Dorfmeister,deutscher Journalist und Schriftsteller
Q782711,Jesús Pabón,spanischer Politiker
Q26421,Dordrecht,Gemeinde in den Niederlanden
Q110490,Ludwig Frank,"sudetendeutscher Politiker (NSDAP), MdR"
Q435747,Cláudia Ohana,brasilianische Schauspielerin
Q1333800,James Michael,US-amerikanischer Produzent und Songschreiber
Q78244,Alfred Wilm,"deutscher Chemiker, Hütteningenieur und Metallurge"
Q706826,Gabriel Gruber,Generaloberer der Societas Jesu (Jesuiten)
Q921722,Giulietto Chiesa,"italienischer Journalist und Politiker, MdEP"
Q113620,Walter Boveri,schweizerisch-deutscher Industrieller
Q73394,Gottfried von Bismarck-Schönhausen,"deutscher Politiker (NSDAP), MdR"
Q1717222,Jürgen Großmann,deutscher Stahlunternehmer und Manager
Q65782,Kuno von Westarp,"deutscher Jurist, Verwaltungsbeamter und Politiker (DkP, DNVP, KVP), MdR"
Q1951830,Janove Ottesen,norwegischer Fußballspieler
Q465707,Christophe Szpajdel,belgischer Künstler
Q474058,Tha Alkaholiks,US-amerikanische Band
Q214727,Ferdinand Hart,tschechischer Schauspieler
Q1964632,Ruhelos,Film von Edward Hall (2012)
Q969016,Cappadonna,US-amerikanischer Rapper
Q1548173,John Lagrand,niederländischer Musiker
Q155164,Imran Khan,Premierminister Pakistans
Q436849,Neil Miller,US-amerikanischer Autor und Journalist
Q100491,Jacob Gabriel Wolff,deutscher Rechtswissenschaftler und Kirchenlieddichter
Q487522,Klosterneuburg,Gemeinde in Österreich
Q1561188,Günter Weise,deutscher Ingenieur und Hochschullehrer
Q169472,Zebrahead,US-amerikanische Band
Q451849,Alison Balsom,englische Trompeterin
Q512568,Tav Falco,amerikanischer Psychobilly-Musiker
Q627520,Brainstorm,lettische Band
Q152274,Edvard Beneš,tschechoslowakischer Außenminister und Präsident (1884-1948)
Q509239,Benedetta Barzini,italienisches Model
Q83568,Peter J. Biondi,amerikanischer Politiker
Q1082312,Biff Byford,britischer Sänger
Q61262,Hans Robert Jauß,deutscher Romanist und Literaturwissenschaftler
Q255593,Nilla Pizzi,italienische Sängerin (1919-2011)
Q116089,Roger Delagnes,französischer Politiker
Q216163,Franz Daniel Pastorius,deutsch-amerikanischer Jurist und Schriftsteller
Q79178,Grete Wiesenthal,"österreichische Tänzerin, Choreographin und Tanzpädagogin"
Q1342,Pittsburgh,Stadt im Südwesten des US-Bundesstaates Pennsylvania
Q324905,Nikki Sudden,"englischer Musiker, Sänger, Gitarrist, Produzent und Singer-Songwriter"
Q40222,Kate Gleason,US-amerikanische Ingenieurin
Q192653,Czech Airlines,Flagcarrier Tschechien
Q182874,Cao Xueqin,chinesischer Autor
Q120241,Caetano da Costa Alegre,portugiesischer Dichter saotomensischer Herkunft
Q74389,Franz Hitze,"deutscher katholischer Geistlicher, Sozialethiker und Politiker (Zentrum), MdR"
Q189556,Zeni Pereira,brasilianische Schauspielerin
Q466664,Hochschule für Künste Bremen,Universität in Deutschland
Q67710,Paul Haenlein,deutscher Flugpionier
Q263696,Debbie Reynolds,US-amerikanische Schauspielerin
Q182229,George Arliss,britischer Schauspieler
Q154045,Alexei Nikolajewitsch Romanow,"russischer Thronfolger, Kronprinz, Sohn von Zar Nikolaus II."
Q979348,Derk Jan Eppink,"niederländischer Politiker (LDD), MdEP"
Q4386711,Jelena Georgijewna Rabinowitsch,russische Wissenschaftlerin
Q527303,Michael Lerner,US-amerikanischer Schauspieler
Q1900476,Mark Tokar,ukrainischer Jazzmusiker und Komponist
Q13515,Frédéric Bastiat,französischer Wirtschaftswissenschaftler und Politiker
Q262840,Karen Cliche,kanadische Schauspielerin
Q669727,Arpelistock,Berg in den Alpen
Q384387,Ottó Titusz Bláthy,ungarischer Maschinenbau-Ingenieur
Q696757,Universität Duisburg-Essen,Universität in Deutschland
Q442531,Irene Escolar,spanische Schauspielerin
Q475098,Martial Raysse,"französischer Maler, Objekt- und Installationskünstler"
Q124993,Leopoldo Galtieri,"argentinischer Politiker, Mitglied der Militärregierung Argentiniens (1976-1983)"
Q884179,Blind Willie Walker,US-amerikanischer Blues-Musiker
Q497414,Andreas Georg Berg,deutscher Fernsehjournalist und Lyriker
Q327427,Whity,Film von Rainer Werner Fassbinder (1971)
Q104075,Georg Jungclas,deutscher Politiker (SPD)
Q1085493,Christoph Marthaler,Schweizer Regisseur
Q1316912,Robert Wilkins,US-amerikanischer Blues- und Gospel-Gitarrist und -Sänger
Q467322,Irom Chanu Sharmila,indische Menschenrechtlerin
Q106056,Wilhelm Henkel,deutscher Zahnarzt im KZ Mauthausen
Q196276,Gert-Jan Segers,niederländischer Politiker der ChristenUnie
Q744955,Harry Davenport,US-amerikanischer Schauspieler
Q916484,Texas,britische Popband
Q2488951,Cynog ap Brychan,walisischer Heiliger
Q603466,Joe Hulme,englischer Fußballspieler
Q679368,Tommaso Di Ciaula,italienischer Schriftsteller und Journalist
Q2822458,Russische Akademie für Volkswirtschaft und Öffentlichen Dienst beim Präsidenten der Russischen Föderation,Universität in Russland
Q371430,Iain Glen,britischer Schauspieler
Q57569,Heinrich von Preußen,"preußischer Prinz, Marineoffizier, Großadmiral"
Q487699,Anatoli Felixowitsch Osmolowski,"russischer Künstler, Theoretiker und Kurator"
Q1065,Vereinte Nationen,globale internationale und zwischenstaatliche Organisation
Q231726,Hailee Steinfeld,US-amerikanische Schauspielerin
Q445434,Paolo Caccia Dominioni,"italienischer Offizier, Architekt und Schriftsteller"
Q671211,Bermuda Dreieck – Tor zu einer anderen Zeit,Fernsehserie
Q296039,James LaBrie,kanadischer Sänger der Progressive-Metal-Band Dream Theater
Q76209,Walter Zimmermann,"deutscher Komponist, Autor und Hochschullehrer"
Q164224,Franklyn – Die Wahrheit trägt viele Masken,Film von Gerald McMorrow (2008)
Q11588,Thelma Estrin,US-amerikanische Informatikerin
